RA,ano,fase,idade,genero,ano_ingresso,inde,pedra,iaa,ieg,ips,ida,ipp,ipv,ian,nota_mat,nota_port,nota_ing,defasagem,atingiu_pv,indicado_bolsa,em_risco_defasagem,categoria_defasagem,anos_na_pm
RA-1074,2023,2,12.0,Feminino,2023,6.195833333,Agata,0.0,9.8,2.52,6.0,7.083333333,7.8775,5.0,8.0,4.0,,-1,,,0,Defasagem leve,0.0
RA-1075,2023,2,12.0,Feminino,2023,6.591333333,Agata,0.0,9.6,5.0,5.5,7.708333333,9.0025,5.0,5.0,6.0,,-1,,,0,Defasagem leve,0.0
RA-1075,2024,2,13.0,Feminino,2023,6.8100812324,Agata,7.5,8.5154061625,3.755,6.0,7.708333333,7.553333333,5.0,5.0,7.0,,-1,,,0,Defasagem leve,1.0
RA-1076,2023,2,,Feminino,2023,7.901033333,Ametista,9.0,9.7,2.52,8.5,8.333333333,8.8775,5.0,9.0,8.0,,-1,,,0,Defasagem leve,0.0
RA-1076,2024,3,13.0,Feminino,2021,7.479598365200001,Ametista,8.334,7.777033492666668,8.125,6.333333333333333,7.03125,6.5425,10.0,5.5,6.5,7.0,0,,,0,Adequado,3.0
RA-1077,2023,2,,Masculino,2023,7.2115,Ametista,0.0,9.7,2.52,7.3,8.75,8.4225,10.0,6.8,7.8,,0,,,0,Adequado,0.0
RA-1077,2024,3,12.0,Masculino,2023,5.543865740733334,Quartzo,0.0,7.703703703666666,6.885,2.0,6.40625,6.37,10.0,0.0,6.0,0.0,0,,,0,Adequado,1.0
RA-1078,2023,2,14.0,Masculino,2023,6.472333333,Agata,5.3,6.8,2.52,6.4,8.958333333,8.2975,5.0,4.3,8.5,,-2,,,1,Defasagem moderada/severa,0.0
RA-1079,2023,2,,Masculino,2023,6.916533333,Agata,9.0,8.1,2.52,7.6,7.083333333,7.13,5.0,7.3,7.8,,-1,,,0,Defasagem leve,0.0
RA-1079,2024,3,13.0,Masculino,2023,5.4253413299333335,Quartzo,7.5,4.516498316333333,2.51,6.333333333333333,4.21875,4.1625,10.0,5.0,7.5,6.5,0,,,0,Adequado,1.0
RA-108,2022,4,17.0,Feminino,2019,5.547,Quartzo,4.6,7.7,5.0,5.0,,6.125,2.5,3.0,5.8,6.2,-3,0.0,0.0,1,Defasagem moderada/severa,3.0
RA-108,2023,5,,Feminino,2019,4.9308,Quartzo,5.8,7.3,2.52,2.9,4.375,5.59,5.0,2.7,3.2,2.8,-2,,,1,Defasagem moderada/severa,4.0
RA-1080,2023,2,12.0,Masculino,2023,6.571966667,Agata,7.9,10.0,5.0,1.5,8.541666667,8.13,5.0,0.0,3.0,,-1,,,0,Defasagem leve,0.0
RA-1081,2023,2,14.0,Feminino,2023,7.666033333,Ametista,10.0,10.0,2.52,6.5,8.958333333,8.59,5.0,8.0,5.0,,-2,,,1,Defasagem moderada/severa,0.0
RA-1081,2024,4,15.0,Feminino,2023,8.5452952381,Topazio,6.667,9.523809523666666,5.005,8.833333333333334,9.166666667,8.95,10.0,9.5,8.0,9.0,0,,,0,Adequado,1.0
RA-1082,2023,2,,Feminino,2023,7.1617,Ametista,9.5,9.5,2.52,5.0,8.75,8.4225,5.0,3.5,6.5,,-1,,,0,Defasagem leve,0.0
RA-1082,2024,2,13.0,Feminino,2023,6.6114857142,Agata,7.502,7.5714285715,10.0,3.75,7.083333333,6.943333333,5.0,2.0,5.5,,-1,,,0,Defasagem leve,1.0
RA-1083,2023,2,10.0,Feminino,2023,8.2345,Topazio,6.8,10.0,5.0,7.5,8.75,8.38,10.0,7.0,8.0,,0,,,0,Adequado,0.0
RA-1084,2023,2,11.0,Feminino,2023,7.9948,Ametista,8.4,10.0,2.52,6.8,8.75,8.38,10.0,5.0,8.5,,0,,,0,Adequado,0.0
RA-1084,2024,3,12.0,Feminino,2023,6.9071109649333335,Agata,8.751,7.705263158,5.63,3.6666666666666665,7.03125,7.4575,10.0,1.0,6.0,4.0,0,,,0,Adequado,1.0
RA-1085,2023,2,12.0,Feminino,2023,6.563833333,Agata,0.0,9.8,2.52,6.7,8.958333333,8.13,5.0,6.0,7.3,,-1,,,0,Defasagem leve,0.0
RA-1086,2023,2,12.0,Feminino,2023,7.2382,Ametista,8.5,9.4,2.52,5.7,8.75,8.755,5.0,6.0,5.3,,-1,,,0,Defasagem leve,0.0
RA-1087,2023,2,12.0,Feminino,2023,7.2067,Ametista,10.0,9.5,2.52,5.4,8.75,8.0475,5.0,3.7,7.0,,-1,,,0,Defasagem leve,0.0
RA-1087,2024,3,13.0,Feminino,2023,6.913936532,Agata,7.917,8.393265993333333,8.755,2.6666666666666665,7.1875,6.58,10.0,2.0,5.0,1.0,0,,,0,Adequado,1.0
RA-1088,2023,2,13.0,Masculino,2023,7.4717,Ametista,9.5,9.8,2.52,6.8,8.75,7.9225,5.0,6.0,7.5,,-1,,,0,Defasagem leve,0.0
RA-1089,2023,2,,Feminino,2023,7.9947,Ametista,9.0,9.5,2.52,7.0,8.75,8.3375,10.0,6.0,8.0,,0,,,0,Adequado,0.0
RA-1089,2024,3,12.0,Feminino,2023,7.6221531746,Ametista,9.168,7.039682539666667,8.13,6.833333333333333,7.1875,6.995,10.0,6.0,6.0,8.5,0,,,0,Adequado,1.0
RA-109,2022,4,16.0,Masculino,2021,8.512,Topazio,8.8,10.0,8.8,8.4,,8.667,5.0,7.8,7.5,9.9,-2,1.0,0.0,1,Defasagem moderada/severa,1.0
RA-109,2023,6,,Masculino,2021,8.3184,Topazio,8.3,9.9,7.52,8.3,8.75,8.59,5.0,7.0,8.2,9.7,-1,,,0,Defasagem leve,2.0
RA-1090,2023,2,13.0,Masculino,2023,7.844033333,Ametista,9.0,9.6,2.52,9.0,8.958333333,7.88,5.0,8.7,9.3,,-1,,,0,Defasagem leve,0.0
RA-1090,2024,3,14.0,Masculino,2023,7.7652831384,Ametista,9.585,7.621832358666666,7.51,6.333333333333333,7.8125,7.4175,10.0,3.5,7.5,8.0,0,,,0,Adequado,1.0
RA-1091,2023,2,12.0,Masculino,2023,8.032533333,Topazio,8.5,9.0,2.52,9.5,8.958333333,9.1725,5.0,9.3,9.7,,-1,,,0,Defasagem leve,0.0
RA-1092,2023,2,12.0,Masculino,2023,7.41,Ametista,7.8,9.8,2.52,6.9,8.75,8.2975,5.0,6.0,7.8,,-1,,,0,Defasagem leve,0.0
RA-1093,2023,2,11.0,Masculino,2023,8.197533333,Topazio,7.0,9.3,2.52,9.2,8.958333333,8.2975,10.0,9.3,9.0,,0,,,0,Adequado,0.0
RA-1093,2024,3,12.0,Masculino,2023,8.5079027778,Topazio,7.5,7.722222222333333,8.13,8.666666666666666,8.90625,8.8825,10.0,8.5,8.0,9.5,0,,,0,Adequado,1.0
RA-1094,2023,2,11.0,Feminino,2023,8.1779,Topazio,7.8,9.5,2.52,8.5,8.75,8.3375,10.0,7.8,9.2,,0,,,0,Adequado,0.0
RA-1094,2024,3,12.0,Feminino,2023,8.0164785714,Topazio,9.168,9.523809523666666,2.51,7.333333333333333,8.4375,8.1675,10.0,6.0,7.5,8.5,0,,,0,Adequado,1.0
RA-1095,2023,2,,Masculino,2023,6.238,Agata,0.0,9.8,2.52,5.3,8.75,8.005,5.0,5.8,4.7,,-1,,,0,Defasagem leve,0.0
RA-1095,2024,3,14.0,Masculino,2023,6.108547514666667,Agata,7.5,7.84502924,7.51,2.3333333333333335,5.46875,5.125,10.0,3.0,2.0,2.0,0,,,0,Adequado,1.0
RA-1096,2023,2,,Feminino,2023,8.615533333,Topazio,9.5,9.9,2.52,9.6,8.958333333,8.0875,10.0,9.5,9.7,,0,,,0,Adequado,0.0
RA-1096,2024,3,11.0,Feminino,2023,9.189883333333334,Topazio,9.168,9.866666666666667,8.755,8.5,9.0625,9.09,10.0,8.5,7.0,10.0,1,,,0,Adiantado,1.0
RA-1097,2023,2,,Masculino,2023,6.9547,Agata,9.5,8.6,5.0,5.4,8.125,6.96,5.0,4.3,6.5,,-2,,,1,Defasagem moderada/severa,0.0
RA-1097,2024,3,15.0,Masculino,2023,5.475324895633334,Quartzo,10.0,4.849791144666667,6.25,3.0,6.041666667,5.88,5.0,4.5,4.5,0.0,-1,,,0,Defasagem leve,1.0
RA-1098,2023,2,13.0,Feminino,2023,7.2787,Ametista,9.5,9.5,2.52,6.4,8.125,7.92,5.0,6.3,6.5,,-1,,,0,Defasagem leve,0.0
RA-1098,2024,3,14.0,Feminino,2023,6.5744562514,Agata,8.751,5.822406257,7.51,3.5,7.34375,6.7475,10.0,1.0,3.5,6.0,0,,,0,Adequado,1.0
RA-1099,2023,2,13.0,Feminino,2023,7.113533333,Ametista,9.0,9.6,2.52,5.2,8.333333333,8.34,5.0,5.7,4.7,,-1,,,0,Defasagem leve,0.0
RA-1099,2024,3,14.0,Feminino,2023,7.332483333333334,Ametista,8.334,8.133333333333333,10.0,3.8333333333333335,7.8125,6.6225,10.0,2.5,3.5,5.5,0,,,0,Adequado,1.0
RA-11,2022,7,18.0,Feminino,2016,5.323,Quartzo,9.2,4.2,5.0,3.0,,6.389,5.0,1.8,2.5,4.5,-1,0.0,0.0,0,Defasagem leve,6.0
RA-110,2022,4,14.0,Masculino,2017,8.15,Topazio,9.2,9.7,5.6,6.7,,8.0,10.0,8.3,5.7,6.0,0,0.0,0.0,0,Adequado,5.0
RA-110,2023,5,15.0,Masculino,2017,8.0879,Topazio,8.3,8.6,5.0,7.5,8.75,8.2975,10.0,8.3,6.2,8.0,0,,,0,Adequado,6.0
RA-110,2024,5,16.0,Masculino,2021,8.6324939394,Topazio,9.168,9.696969697,6.255,8.5,7.5,8.504,10.0,10.0,7.0,8.5,0,,,0,Adequado,3.0
RA-1100,2023,2,,Masculino,2023,8.261033333,Topazio,10.0,9.2,5.0,7.1,8.541666667,8.283333333,10.0,6.3,7.8,,0,,,0,Adequado,0.0
RA-1100,2024,3,12.0,Masculino,2023,6.649708333333334,Agata,7.5,7.1000000000000005,7.51,4.666666666666667,6.71875,5.6175,10.0,4.0,4.0,6.0,1,,,0,Adiantado,1.0
RA-1101,2023,2,,Masculino,2023,6.446666667,Agata,0.0,7.2,5.0,5.3,8.333333333,8.116666667,10.0,4.2,6.3,,0,,,0,Adequado,0.0
RA-1102,2023,2,,Masculino,2023,8.123033333,Topazio,9.5,9.5,5.0,7.5,7.708333333,7.56,10.0,5.7,9.2,,0,,,0,Adequado,0.0
RA-1102,2024,3,12.0,Masculino,2023,8.440611904733334,Topazio,8.751,9.390476190333333,8.13,9.333333333333334,5.9375,7.07,10.0,10.0,8.0,10.0,1,,,0,Adiantado,1.0
RA-1103,2023,2,10.0,Masculino,2023,7.574866667,Ametista,9.0,8.7,5.0,5.0,8.333333333,8.006666667,10.0,4.5,5.5,,0,,,0,Adequado,0.0
RA-1103,2024,2,11.0,Masculino,2023,7.861995031000001,Ametista,8.502,7.763975155000001,7.51,7.25,7.5,7.54,10.0,6.0,8.5,,0,,,0,Adequado,1.0
RA-1104,2023,2,13.0,Feminino,2023,7.265533333,Ametista,5.7,10.0,2.52,6.4,8.541666667,9.063333333,5.0,5.5,7.3,,-1,,,0,Defasagem leve,0.0
RA-1105,2023,2,13.0,Feminino,2023,6.299166667,Agata,0.0,9.0,2.52,6.0,8.125,8.673333333,5.0,5.0,7.0,,-1,,,0,Defasagem leve,0.0
RA-1106,2023,2,12.0,Masculino,2023,7.1642,Ametista,8.5,9.3,5.0,5.1,8.333333333,8.003333333,5.0,5.2,5.0,,-1,,,0,Defasagem leve,0.0
RA-1106,2024,3,13.0,Masculino,2023,5.936272086266667,Quartzo,8.334,5.4312354313333335,7.51,0.0,7.65625,7.5,10.0,0.0,0.0,0.0,0,,,0,Adequado,1.0
RA-1107,2023,2,12.0,Feminino,2023,7.9327,Ametista,9.0,9.4,5.0,7.5,8.958333333,8.783333333,5.0,8.0,7.0,,-1,,,0,Defasagem leve,0.0
RA-1107,2024,3,13.0,Feminino,2023,5.9731,Quartzo,8.751,6.2,2.51,2.5,7.5,6.785,10.0,1.0,3.5,3.0,0,,,0,Adequado,1.0
RA-1108,2023,2,12.0,Masculino,2023,6.310833333,Agata,0.0,9.3,5.0,4.7,8.541666667,8.283333333,5.0,3.7,5.7,,-1,,,0,Defasagem leve,0.0
RA-1108,2024,3,13.0,Masculino,2023,6.017215010400001,Agata,9.168,3.7546583853333337,8.13,3.6666666666666665,7.1875,5.422,10.0,3.5,3.5,4.0,0,,,0,Adequado,1.0
RA-1109,2023,2,14.0,Masculino,2023,6.277533333,Agata,10.0,6.4,5.0,3.4,7.5,7.836666667,5.0,3.5,3.3,,-2,,,1,Defasagem moderada/severa,0.0
RA-111,2022,4,13.0,Feminino,2020,8.646,Topazio,7.5,9.4,8.1,8.0,,8.667,10.0,6.7,7.5,9.7,1,1.0,0.0,0,Adiantado,2.0
RA-111,2023,5,14.0,Feminino,2020,7.566458333,Ametista,7.5,8.7,5.0,6.0,7.65625,8.0875,10.0,6.0,5.2,6.7,1,,,0,Adiantado,3.0
RA-111,2024,5,15.0,Feminino,2021,8.667693939400001,Topazio,9.168,9.488636363666666,6.26,8.333333333333334,8.125,8.74,10.0,8.0,7.0,10.0,0,,,0,Adequado,3.0
RA-1110,2023,2,12.0,Feminino,2023,7.248566667,Ametista,4.6,9.2,5.0,6.8,8.541666667,8.73,5.0,6.5,7.0,,-1,,,0,Defasagem leve,0.0
RA-1111,2023,2,,Feminino,2023,6.559166667,Agata,0.0,8.9,2.52,5.4,8.125,8.173333333,10.0,4.8,6.0,,0,,,0,Adequado,0.0
RA-1111,2024,3,12.0,Feminino,2023,6.116032815733334,Agata,6.249,4.600414078666667,7.5,5.0,6.5625,5.824,10.0,5.0,4.0,6.0,1,,,0,Adiantado,1.0
RA-1112,2023,2,12.0,Masculino,2023,7.088866667,Ametista,9.5,7.9,2.52,6.3,8.333333333,8.616666667,5.0,5.2,7.3,,-1,,,0,Defasagem leve,0.0
RA-1112,2024,3,13.0,Masculino,2023,6.856082394,Agata,9.585,9.02791197,8.135,4.0,5.375,4.705,10.0,4.0,4.0,4.0,0,,,0,Adequado,1.0
RA-1113,2023,2,,Masculino,2023,5.636666667,Quartzo,0.0,6.0,7.52,5.0,7.5,7.173333333,5.0,5.0,5.0,,-1,,,0,Defasagem leve,0.0
RA-1114,2023,2,11.0,Feminino,2023,7.5667,Ametista,8.5,9.8,2.52,4.9,8.125,8.56,10.0,4.3,5.5,,0,,,0,Adequado,0.0
RA-1114,2024,3,12.0,Feminino,2023,7.437466666666667,Ametista,8.751,9.533333333333333,2.51,5.0,8.375,7.836,10.0,5.0,3.0,7.0,0,,,0,Adequado,1.0
RA-1115,2023,2,,Feminino,2023,6.474,Agata,0.0,8.3,7.52,4.0,7.5,7.56,10.0,6.0,2.0,,0,,,0,Adequado,0.0
RA-1115,2024,2,12.0,Feminino,2023,6.570068686900001,Agata,8.002,4.2676767675,7.51,6.25,7.5,5.826666667,10.0,6.5,6.0,,0,,,0,Adequado,1.0
RA-1116,2023,2,13.0,Masculino,2023,6.956533333,Agata,9.5,9.2,5.0,4.9,7.083333333,7.39,5.0,3.8,6.0,,-1,,,0,Defasagem leve,0.0
RA-1116,2024,3,15.0,Masculino,2023,3.7894777778,Quartzo,0.0,3.3555555556666667,6.26,2.3333333333333335,5.125,5.066,5.0,1.0,3.0,3.0,-1,,,0,Defasagem leve,1.0
RA-1117,2023,2,,Feminino,2023,8.382366667,Topazio,9.0,9.6,7.52,7.3,7.708333333,7.946666667,10.0,6.0,8.5,,0,,,0,Adequado,0.0
RA-1117,2024,3,12.0,Feminino,2023,7.601562962866668,Ametista,8.751,8.314814814666667,7.51,5.666666666666667,8.125,6.833333333,10.0,5.0,5.0,7.0,1,,,0,Adiantado,1.0
RA-1118,2023,2,,Feminino,2023,7.163833333,Ametista,5.3,8.8,7.52,6.0,7.708333333,8.28,5.0,4.8,7.2,,-1,,,0,Defasagem leve,0.0
RA-1118,2024,3,14.0,Feminino,2023,7.0305545924,Ametista,7.084,7.846439628666666,9.38,3.8333333333333335,6.75,6.866,10.0,3.0,4.5,4.0,0,,,0,Adequado,1.0
RA-1119,2023,2,13.0,Feminino,2023,7.192,Ametista,7.3,9.7,3.77,5.9,7.708333333,8.453333333,5.0,3.0,8.8,,-1,,,0,Defasagem leve,0.0
RA-1119,2024,3,14.0,Feminino,2023,7.388266666666667,Ametista,9.585,8.716666666666667,7.51,5.666666666666667,7.625,7.698,5.0,6.0,3.5,7.5,-1,,,0,Defasagem leve,1.0
RA-112,2022,4,15.0,Feminino,2016,7.836,Ametista,7.9,7.8,6.3,8.5,,8.833,5.0,9.0,7.5,9.1,-1,1.0,0.0,0,Defasagem leve,6.0
RA-112,2023,5,,Feminino,2016,7.141308333,Ametista,6.7,8.1,5.0,7.4,7.96875,7.9225,5.0,7.3,6.5,8.3,-1,,,0,Defasagem leve,7.0
RA-112,2024,6,17.0,Feminino,2021,8.052609920666667,Topazio,7.083,7.978174603333333,7.51,8.0,7.96875,8.004,10.0,9.5,6.0,8.5,0,,,0,Adequado,3.0
RA-1120,2023,2,11.0,Feminino,2023,9.103366667,Topazio,9.5,9.6,7.52,8.3,8.958333333,9.676666667,10.0,7.3,9.2,,0,,,0,Adequado,0.0
RA-1121,2023,2,,Masculino,2023,8.049,Topazio,0.0,9.9,6.26,8.0,8.75,9.84,10.0,6.5,9.5,,0,,,0,Adequado,0.0
RA-1121,2024,3,12.0,Masculino,2023,8.407166666633334,Topazio,9.585,10.0,7.51,6.666666666666667,7.083333333,8.28,10.0,9.0,5.0,6.0,0,,,0,Adequado,1.0
RA-1122,2023,2,11.0,Masculino,2023,7.3715,Ametista,0.0,9.3,6.89,6.9,7.291666667,8.616666667,10.0,5.2,8.5,,0,,,0,Adequado,0.0
RA-1122,2024,3,12.0,Masculino,2023,7.817322222166666,Ametista,8.751,9.861111111,7.51,5.333333333333333,7.083333333,7.22,10.0,5.0,4.5,6.5,1,,,0,Adiantado,1.0
RA-1123,2023,2,,Masculino,2023,6.9565,Agata,7.3,8.9,7.52,5.3,7.083333333,7.113333333,5.0,3.8,6.8,,-1,,,0,Defasagem leve,0.0
RA-1124,2023,2,14.0,Feminino,2023,6.667866667,Agata,9.5,8.0,7.52,3.0,7.083333333,7.786666667,5.0,1.0,5.0,,-2,,,1,Defasagem moderada/severa,0.0
RA-1125,2023,2,,Feminino,2023,6.655366667,Agata,4.7,7.9,7.52,4.0,6.666666667,6.95,10.0,1.0,7.0,,0,,,0,Adequado,0.0
RA-1126,2023,2,12.0,Feminino,2023,,,0.0,5.2,3.77,,7.291666667,7.06,5.0,,,,-1,,,0,Defasagem leve,0.0
RA-1127,2023,2,,Feminino,2023,8.3167,Topazio,8.5,9.9,5.02,6.9,8.125,9.01,10.0,5.0,8.7,,0,,,0,Adequado,0.0
RA-1127,2024,3,12.0,Feminino,2023,8.180966666666668,Topazio,9.168,10.0,7.51,5.833333333333333,8.125,7.67,10.0,8.5,4.5,4.5,0,,,0,Adequado,1.0
RA-1128,2023,2,12.0,Masculino,2023,6.404533333,Agata,9.5,7.3,5.02,3.5,7.916666667,7.503333333,5.0,3.0,4.0,,-1,,,0,Defasagem leve,0.0
RA-1129,2023,2,11.0,Masculino,2023,7.309333333,Ametista,0.0,9.2,6.27,7.8,7.916666667,7.503333333,10.0,6.8,8.7,,0,,,0,Adequado,0.0
RA-1129,2024,3,12.0,Masculino,2023,7.360417647066668,Ametista,9.168,7.137254902,8.13,6.833333333333333,6.875,5.745,10.0,9.0,5.5,6.0,0,,,0,Adequado,1.0
RA-113,2022,4,15.0,Feminino,2017,3.032,Quartzo,0.0,0.0,5.0,3.7,,3.792,5.0,3.3,5.5,2.3,-1,0.0,0.0,0,Defasagem leve,5.0
RA-113,2024,5,16.0,Feminino,2021,7.043536903066667,Ametista,8.751,7.063851181666667,7.51,6.666666666666667,7.5,7.106666667,5.0,7.0,6.0,7.0,-1,,,0,Defasagem leve,3.0
RA-1130,2023,2,11.0,Masculino,2023,8.0037,Topazio,8.5,8.4,7.52,7.3,7.708333333,7.503333333,10.0,6.3,8.2,,0,,,0,Adequado,0.0
RA-1130,2024,3,12.0,Masculino,2023,6.563952941199999,Agata,8.751,6.278431372666667,8.13,4.333333333333333,6.875,5.33,10.0,7.5,3.5,2.0,0,,,0,Adequado,1.0
RA-1131,2023,2,12.0,Feminino,2023,8.316133333,Topazio,7.9,9.9,5.02,9.1,8.75,9.286666667,5.0,8.3,9.8,,-1,,,0,Defasagem leve,0.0
RA-1131,2024,3,13.0,Feminino,2023,8.2889555555,Topazio,8.334,9.277777777666666,6.255,8.333333333333334,7.291666667,7.893333333,10.0,8.0,7.0,10.0,0,,,0,Adequado,1.0
RA-1132,2023,2,12.0,Masculino,2023,6.829533333,Agata,10.0,6.3,6.27,5.8,7.916666667,7.503333333,5.0,5.2,6.3,,-1,,,0,Defasagem leve,0.0
RA-1133,2023,2,10.0,Feminino,2023,8.600033333,Topazio,9.5,10.0,6.27,6.5,8.541666667,9.343333333,10.0,5.0,8.0,,0,,,0,Adequado,0.0
RA-1133,2024,3,11.0,Feminino,2023,8.238553968266668,Topazio,9.168,9.841269841333334,8.75,4.5,8.125,8.83,10.0,5.0,3.5,5.0,1,,,0,Adiantado,1.0
RA-1134,2023,2,11.0,Masculino,2023,7.769866667,Ametista,8.0,9.7,3.76,6.8,7.916666667,7.56,10.0,5.5,8.0,,0,,,0,Adequado,0.0
RA-1134,2024,3,12.0,Masculino,2023,7.7564571427,Ametista,8.751,8.914285714,7.51,6.0,7.708333333,6.883333333,10.0,6.0,5.5,6.5,0,,,0,Adequado,1.0
RA-1135,2023,2,11.0,Masculino,2023,7.453833333,Ametista,0.0,9.4,7.52,7.2,8.125,7.896666667,10.0,4.8,9.5,,0,,,0,Adequado,0.0
RA-1136,2023,2,13.0,Feminino,2023,6.7351,Agata,6.8,8.1,2.52,6.6,8.333333333,7.723333333,5.0,4.8,8.3,,-1,,,0,Defasagem leve,0.0
RA-1136,2024,3,14.0,Feminino,2023,5.458179831866667,Quartzo,8.751,4.547899159666667,8.135,1.6666666666666667,7.5,6.383333333,5.0,1.0,2.0,2.0,-1,,,0,Defasagem leve,1.0
RA-1137,2023,2,10.0,Feminino,2023,8.743366667,Topazio,9.5,9.8,6.27,6.5,9.375,9.843333333,10.0,6.0,7.0,,0,,,0,Adequado,0.0
RA-1137,2024,3,11.0,Feminino,2023,7.183752652466668,Ametista,8.334,7.588638262333333,8.13,3.5,8.28125,7.4575,10.0,1.0,4.5,5.0,1,,,0,Adiantado,1.0
RA-1138,2023,2,12.0,Feminino,2023,8.3472,Topazio,9.0,9.2,6.27,9.3,9.166666667,8.566666667,5.0,9.0,9.5,,-1,,,0,Defasagem leve,0.0
RA-1139,2023,2,11.0,Masculino,2023,7.6647,Ametista,8.5,9.1,5.64,5.3,8.125,7.79,10.0,6.3,4.3,,0,,,0,Adequado,0.0
RA-1139,2024,3,12.0,Masculino,2023,6.906276357600001,Agata,8.334,6.152715121333333,7.51,4.666666666666667,7.5,7.04,10.0,5.0,3.0,6.0,1,,,0,Adiantado,1.0
RA-114,2022,4,16.0,Masculino,2022,5.894,Quartzo,7.9,6.3,7.5,5.3,,5.0,5.0,6.0,4.5,,-2,0.0,0.0,1,Defasagem moderada/severa,0.0
RA-114,2023,5,,Masculino,2022,5.335,Quartzo,0.0,6.0,3.14,5.6,7.5,7.255,5.0,4.0,4.5,8.3,-2,,,1,Defasagem moderada/severa,1.0
RA-1140,2023,2,11.0,Feminino,2023,7.703533333,Ametista,4.7,8.7,7.52,7.3,7.708333333,7.62,10.0,8.5,6.0,,0,,,0,Adequado,0.0
RA-1140,2024,2,12.0,Feminino,2023,7.3473880383,Ametista,6.834,6.112440191499999,7.51,7.0,8.125,7.39,10.0,4.5,9.5,,0,,,0,Adequado,1.0
RA-1141,2023,2,12.0,Feminino,2023,7.2757,Ametista,9.0,8.8,7.52,5.9,7.708333333,7.113333333,5.0,5.5,6.2,,-1,,,0,Defasagem leve,0.0
RA-1141,2024,3,13.0,Feminino,2023,6.793890866866667,Agata,9.585,6.191537667666666,7.51,4.166666666666667,6.5625,6.7825,10.0,5.0,4.5,3.0,0,,,0,Adequado,1.0
RA-1142,2023,2,11.0,Feminino,2023,9.175033333,Topazio,9.0,10.0,7.52,10.0,8.541666667,8.343333333,10.0,10.0,10.0,,0,,,0,Adequado,0.0
RA-1142,2024,3,12.0,Feminino,2023,8.390566666666668,Topazio,8.334,9.133333333333333,7.51,8.5,8.125,7.335,10.0,10.0,8.0,7.5,0,,,0,Adequado,1.0
RA-1143,2023,3,15.0,Feminino,2023,6.445933333,Agata,8.8,7.0,6.26,5.3,7.5,6.2075,5.0,6.0,6.3,3.5,-2,,,1,Defasagem moderada/severa,0.0
RA-1143,2024,3,16.0,Feminino,2021,5.881225668333334,Quartzo,9.585,5.201336675,9.38,3.1666666666666665,7.03125,6.79,2.5,3.0,6.5,0.0,-3,,,1,Defasagem moderada/severa,3.0
RA-1144,2023,3,13.0,Feminino,2023,7.410625,Ametista,0.0,9.4,5.02,8.0,8.28125,8.0025,10.0,7.0,8.2,8.8,0,,,0,Adequado,0.0
RA-1145,2023,3,11.0,Feminino,2023,7.484375,Ametista,0.0,9.5,4.39,7.8,8.59375,8.63,10.0,7.7,7.7,8.0,1,,,0,Adiantado,0.0
RA-1146,2023,3,14.0,Feminino,2023,6.689583333,Agata,9.6,8.8,6.26,3.7,7.1875,6.965,5.0,5.0,3.3,2.7,-1,,,0,Defasagem leve,0.0
RA-1146,2024,3,15.0,Feminino,2023,5.3933086048000005,Quartzo,10.0,5.017209691,6.88,2.0,6.25,5.883333333,5.0,2.0,0.0,4.0,-2,,,1,Defasagem moderada/severa,1.0
RA-1147,2023,3,,Feminino,2023,7.072983333,Ametista,8.3,8.3,6.26,6.7,7.1875,7.0075,5.0,5.0,7.5,7.5,-1,,,0,Defasagem leve,0.0
RA-1147,2024,3,15.0,Feminino,2023,5.833118518533334,Quartzo,8.751,6.125925926,8.755,3.1666666666666665,6.25,5.495,5.0,2.0,5.0,2.5,-1,,,0,Defasagem leve,1.0
RA-1148,2023,3,11.0,Feminino,2023,7.227866667,Ametista,7.9,8.6,3.77,5.7,7.5,7.2125,10.0,5.7,5.3,6.2,1,,,0,Adiantado,0.0
RA-1149,2023,3,,Feminino,2023,7.410108333,Ametista,8.3,9.8,2.52,7.2,7.96875,8.1725,5.0,6.0,6.8,8.7,-1,,,0,Defasagem leve,0.0
RA-1149,2024,4,15.0,Feminino,2023,8.1371,Topazio,8.334,10.0,10.0,6.0,8.625,8.706,5.0,2.0,6.0,10.0,-1,,,0,Defasagem leve,1.0
RA-115,2022,4,16.0,Feminino,2019,5.886,Quartzo,8.3,6.8,6.3,3.8,,5.583,5.0,3.0,5.7,2.7,-2,0.0,0.0,1,Defasagem moderada/severa,3.0
RA-115,2023,5,16.0,Feminino,2019,6.319141667,Agata,8.8,7.1,5.0,4.2,7.34375,7.215,5.0,3.7,3.8,5.2,-1,,,0,Defasagem leve,4.0
RA-115,2024,5,17.0,Feminino,2021,5.404184695733334,Quartzo,7.917,4.164756812,6.26,4.166666666666667,6.75,5.726,5.0,6.5,4.5,1.5,-2,,,1,Defasagem moderada/severa,3.0
RA-1150,2023,3,16.0,Masculino,2023,7.076008333,Ametista,9.2,9.8,2.52,6.7,7.96875,7.835,2.5,7.0,6.5,6.5,-3,,,1,Defasagem moderada/severa,0.0
RA-1150,2024,4,17.0,Masculino,2023,7.1023212964,Ametista,8.334,6.481481481666667,7.51,6.833333333333333,7.65625,7.946666667,5.0,4.0,6.5,10.0,-2,,,1,Defasagem moderada/severa,1.0
